Continent,Country,Province,policy_1,time_1,policy_2,time_2,policy_3,time_3
South America,Brazil,Goias,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Maranhao,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Mato Grosso,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Mato Grosso do Sul,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,MatoGrosso,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,MatoGrosso do Sul,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Minas Gerais,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Para,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Paraiba,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Parana,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Pernambuco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Piaui,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Rio Grande do Norte,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Rio Grande do Sul,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Rio de Janeiro,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Rondonia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Roraima,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Santa Catarina,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Sao Paulo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Sergipe,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Brazil,Tocantins,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Antofagasta,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Araucania,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Arica y Parinacota,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Atacama,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Aysen,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Biobio,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Coquimbo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Los Lagos,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Los Rios,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Magallanes,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Maule,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Nuble,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,O'Higgins,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Santiago,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Tarapaca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Chile,Valparaiso,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Amazonas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Antioquia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Arauca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Atlantico,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Bogota,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Bolivar,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Boyaca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Caldas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Caqueta,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Casanare,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Cauca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Cesar,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Choco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Cordoba,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Cundinamarca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Guainia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Guaviare,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Huila,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,La Guajira,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Magdalena,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Meta,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Narino,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Norte de Santander,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Putumayo,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Quindio,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Risaralda,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,San Andres y Providencia,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Santander,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Sucre,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Tolima,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Valle del Cauca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Vaupes,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Colombia,Vichada,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Amazonas,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Ancash,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Apurimac,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Arequipa,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Ayacucho,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Cajamarca,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Callao,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Cusco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Huancavelica,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Huanuco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Ica,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Junin,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,La Libertad,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Lambayeque,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Lima,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Loreto,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Madre de dios,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Moquegua,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,None,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Pasco,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Piura,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Puno,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,San Martin,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Tacna,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Tumbes,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
South America,Peru,Ucayali,Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0,Lockdown,28,Restrict_Mass_Gatherings_and_Schools,42
